Response_ID,DOB,Gender,Experience,Experience_Order,Industry,Occupation,Employees_No,Employees_No_Order,Household,Household_Order,Area,Q4_Actual_Work_Time_Remotely,Q4_Preferred_Work_Time_Remotely,This_Year_Actual_Work_Time_Remotely,This_Year_Preferred_Work_Time_Remotely,Always_Preferred_Work_Time_Remotely,Has_Remote_Work_Policy_Changed,Past_6Months_Has_Worked_Hybrid_Daily,Actual_Work_Hybrid_Daily,Preferred_Work_Hybrid_Daily,Has_Employer_Workplace_Time_Policy,Employer_Workplace_Policy_Time,Has_AgreedTo_Like_Employer_Remote_Work_Policy,Has_AgreedTo_Like_Employer_Remote_Work_Policy_Order,Has_AgreedTo_Choose_Remote_Work_Hours,Has_AgreedTo_Choose_Remote_Work_Hours_Order,Has_AgreedTo_Choose_Remote_Work_Days,Has_AgreedTo_Choose_Remote_Work_Days_Order,Has_AgreedTo_Manager_Direct_Remote_Work,Has_AgreedTo_Manager_Direct_Remote_Work_Order,Last_6Months_Has_AgreedTo_Org_Encouraged_Remote_Work,Last_6Months_Has_AgreedTo_Org_Encouraged_Remote_Work_Order,Last_6Months_Has_AgreedTo_Org_Prepared_Remote_Work,Last_6Months_Has_AgreedTo_Org_Prepared_Remote_Work_Order,Last_6Months_Has_AgreedTo_Employees_UsedTo_Remote_Work,Last_6Months_Has_AgreedTo_Employees_UsedTo_Remote_Work_Order,Last_6Months_Has_AgreedTo_Get_Easy_Permission_Remote_Work,Last_6Months_Has_AgreedTo_Get_Easy_Permission_Remote_Work_Order,Last_6Months_Has_AgreedTo_Colleagues_Easyily_Collaborated_Remote_Work,Last_6Months_Has_AgreedTo_Colleagues_Easyily_Collaborated_Remote_Work_Order,Last_6Months_Has_AgreedTo_Remote_Work_Reduces_Promotion_Chances,Last_6Months_Has_AgreedTo_Remote_Work_Reduces_Promotion_Chances_Order,Last_6Months_Has_AgreedTo_More_Breaks_Remote_Work,Last_6Months_Has_AgreedTo_More_Breaks_Remote_Work_Order,Has_Remote_work_Affect_Employer,Has_Remote_work_Affect_Employer_Order,Employer_Remote_Work_Policy_Feeling,Employer_Remote_Work_Policy_Feeling_Order,Remote_Work_Most_Supportive,Would_Employer_Encourage_Remote_Work,Would_Employer_Encourage_Remote_Work_Order,Would_Employer_Support_Remote_Work,Would_Employer_Support_Remote_Work_Order,Would_Choose_Remote_Work,Would_Choose_Remote_Work_Order,This_Year_PrepareForWorkAndCommuting_At_Workplace_Hours,This_Year_Work_At_Workplace_Hours,This_Year_CaringAndResponsibilities_At_Workplace_Hours,This_Year_PersonalAndFamilyTime_At_Workplace_Hours,This_Year_Sleep_At_Workplace_Hours,This_Year_PrepareForWorkAndCommuting_At_Remote_Work_Hours,This_Year_Work_At_Remote_Work_Hours,This_Year_CaringAndResponsibilities_At_Remote_Work_Hours,This_Year_PersonalAndFamilyTime_At_Remote_Work_Hours,This_Year_Sleep_At_Remote_Work_Hours,Has_Negotiate_PayCut_To_Work_Remotely,Biggest_PayCut_Percentage,Past_6Months_Remote_Work_Barriers_State_Caring_Responsibilities,Past_6Months_Remote_Work_Barriers_State_Caring_Responsibilities_Order,Past_6Months_Remote_Work_Barriers_State_Connectivity,Past_6Months_Remote_Work_Barriers_State_Connectivity_Order,Past_6Months_Remote_Work_Barriers_State_Org_Software_System,Past_6Months_Remote_Work_Barriers_State_Org_Software_System_Order,Past_6Months_Remote_Work_Barriers_State_Collaporation,Past_6Months_Remote_Work_Barriers_State_Collaporation_Order,Past_6Months_Remote_Work_Barriers_State_Poor_Mnagement,Past_6Months_Remote_Work_Barriers_State_Poor_Mnagement_Order,Past_6Months_Remote_Work_Barriers_State_IT_Equipment,Past_6Months_Remote_Work_Barriers_State_IT_Equipment_Order,Past_6Months_Remote_Work_Barriers_State_Feeling_Isolated,Past_6Months_Remote_Work_Barriers_State_Feeling_Isolated_Order,Past_6Months_Remote_Work_Barriers_State_Extra_Costs,Past_6Months_Remote_Work_Barriers_State_Extra_Costs_Order,Past_6Months_Remote_Work_Barriers_State_Cyper_Security,Past_6Months_Remote_Work_Barriers_State_Cyper_Security_Order,Past_6Months_Remote_Work_Barriers_State_Workplace_Only_Tasks,Past_6Months_Remote_Work_Barriers_State_Workplace_Only_Tasks_Order,Past_6Months_Remote_Work_Barriers_State_Workspace,Past_6Months_Remote_Work_Barriers_State_Workspace_Order,Past_6Months_Remote_Work_Barriers_State_Motivation,Past_6Months_Remote_Work_Barriers_State_Motivation_Order,Past_6Months_Remote_Work_Barriers_State_Management_Remote_Work_Discouragement,Past_6Months_Remote_Work_Barriers_State_Management_Remote_Work_Discouragement_Order,Past_6Months_Remote_Work_Barriers_State_Living_Situation,Past_6Months_Remote_Work_Barriers_State_Living_Situation_Order,Past_6Months_Remote_Work_Barriers_State_Remote_Work_Skills_Lack,Past_6Months_Remote_Work_Barriers_State_Remote_Work_Skills_Lack_Order,Past_6Months_Remote_Work_Barriers_State_Health_And_Safety,Past_6Months_Remote_Work_Barriers_State_Health_And_Safety_Order,Has_AgreedTo_Feel_Better_Working_Remotely,Has_AgreedTo_Feel_Better_Working_Remotely_Order,Has_AgreedTo_More_Active_Working_Remotely,Has_AgreedTo_More_Active_Working_Remotely_Order,Has_AgreedTo_Feel_Better_Working_OnSite,Has_AgreedTo_Feel_Better_Working_OnSite_Order,Are_You_Manager,Have_Your_Employees_Work_Remotely,Has_AgreedTo_Control_Employees_Working_Remotely,Has_AgreedTo_Control_Employees_Working_Remotely_Order,Has_AgreedTo_Retain_Employees_Working_Remotely,Has_AgreedTo_Retain_Employees_Working_Remotely_Order,Has_AgreedTo_Recruit_Employees_Working_Remotely,Has_AgreedTo_Recruit_Employees_Working_Remotely_Order,Has_AgreedTo_TeamWork_Working_Remotely_Well,Has_AgreedTo_TeamWork_Working_Remotely_Well_Order,Has_AgreedTo_Manage_Employees_Easily_Working_Remotely,Has_AgreedTo_Manage_Employees_Easily_Working_Remotely_Order,Has_AgreedTo_Manage_Poor_Performers_Easily_Working_Remotely,Has_AgreedTo_Manage_Poor_Performers_Easily_Working_Remotely_Order,Has_AgreedTo_Feel_Well_PreparedTo_Manage_Employees_Easily_Working_Remotely,Has_AgreedTo_Feel_Well_PreparedTo_Manage_Employees_Easily_Working_Remotely_Order,Has_AgreedTo_Manage_Employees_Working_Remotely_FocusOnResults,Has_AgreedTo_Manage_Employees_Working_Remotely_FocusOnResults_Order,Has_AgreedTo_Contact_Employees_Easily_Working_Remotely,Has_AgreedTo_Contact_Employees_Easily_Working_Remotely_Order,Your_Productivity_Comparison,Employees_Productivity_Comparison,Biggest_Barriers,Smallest_Barriers
1425,1993,Male,Between 1 and 5 years,2,Health Care and Social Assistance,Professionals - Health Professionals,I am a sole trader/owner-operator,1,Group household,7,Metro," 0% - Rarely or never"," 20%"," 0% - Rarely or never"," 0% - I would not have preferred to work remotely"," 1% - 9% - Less than 10% of my time",Yes,No," 0%"," 0%",Yes,100% - All of my time,Strongly disagree,1,Strongly disagree,1,Strongly disagree,1,Strongly disagree,1,Neither agree nor disagree,3,Strongly disagree,1,Somewhat disagree,2,Somewhat disagree,2,Somewhat disagree,2,Neither agree nor disagree,3,Somewhat agree,4,Neither positive nor negative,3,Neither positive nor negative,3,They are about the same,Neither unlikely or likely,3,Neither unlikely or likely,3,Very unlikely,1,1,8,3,3,9,0,8,3,4,9,No,0.19,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Somewhat improved,4,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Somewhat disagree,2,Neither agree nor disagree,3,Somewhat agree,4,No,Unsure,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,Less Productive By 20 %,Employee Productivity Hasn't Been Submitted,NA,NA
1434,1983,Female,Between 1 and 5 years,2,Information Media and Telecommunications,Clerical and administrative workers - General Clerical Workers,More than 200,5,Group household,7,Metro,100% - I spent all of my time remote working,100% - All of my time," 40%",100% - All of my time," 60%",Yes,No," 0%"," 0%",Yes," 60%",Strongly disagree,1,Strongly disagree,1,Neither agree nor disagree,3,Somewhat agree,4,Strongly disagree,1,Somewhat agree,4,Somewhat disagree,2,Strongly disagree,1,Strongly agree,5,Neither agree nor disagree,3,Strongly disagree,1,Somewhat Positive,4,Strongly Negative,1,My direct manger(s),Very likely,5,Very unlikely,1,Very unlikely,1,1.5,8.5,2,3,9,0,9.5,2,3,9.5,No,0.19,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Stayed about the same,3,Stayed about the same,3,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Somewhat agree,4,Strongly disagree,1,Neither agree nor disagree,3,No,Unsure,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,More Productive By 30 %,Employee Productivity Hasn't Been Submitted,Noisy work environment,Connectivity/internet issues
1442,1983,Female,Between 1 and 5 years,2,Education and Training,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,5,Single person,1,Metro,100% - I spent all of my time remote working,100% - All of my time," 40%",100% - All of my time,100% - All of my time,Yes,Yes," 40%",100% - All of my time,Yes," 60%",Somewhat agree,4,Somewhat disagree,2,Somewhat agree,4,Somewhat agree,4,Somewhat disagree,2,Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat agree,4,Neither agree nor disagree,3,Somewhat disagree,2,Somewhat agree,4,Neither positive nor negative,3,Neither positive nor negative,3,My direct manger(s),Somewhat unlikely,2,Somewhat unlikely,2,Somewhat unlikely,2,3,8,4,3,6,0,8,3,7,6,Yes,0.01,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Somewhat improved,4,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Somewhat improved,4,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Strongly agree,5,Strongly agree,5,Somewhat agree,4,No,Unsure,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,More Productive By 50 %,Employee Productivity Hasn't Been Submitted,NA,NA
1459,1993,Female,Between 1 and 5 years,2,Other Services,"Professionals - Legal, Social and Welfare Professionals",Between 20 and 199,4,Couple with no dependent children,2,Metro," 1% - 9% - Less than 10% of my time"," 1% - 9% - Less than 10% of my time",100% - I spent all of my time remote working,100% - All of my time,100% - All of my time,Yes,Yes,100% - All of my time,100% - All of my time,No," 0%",Strongly agree,5,Somewhat agree,4,Strongly agree,5,Strongly disagree,1,Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Neither agree nor disagree,3,Strongly agree,5,Neither agree nor disagree,3,Strongly agree,5,Somewhat Positive,4,Strongly Positive,5,Senior leadership,Somewhat likely,4,Neither unlikely or likely,3,Neither unlikely or likely,3,2.5,7.5,3,3,8,0.5,8.5,2,5,8,No,0.19,Somewhat improved,4,Stayed about the same,3,Stayed about the same,3,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Stayed about the same,3,Not a barrier for me,6,Not a barrier for me,6,Somewhat improved,4,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Strongly agree,5,Neither agree nor disagree,3,Neither agree nor disagree,3,No,Unsure,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,More Productive By 50 %,Employee Productivity Hasn't Been Submitted,NA,NA
1449,1978,Female,Between 1 and 5 years,2,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Between 5 and 19,3,Couple with dependent children,4,Metro," 90%",100% - All of my time," 80%",100% - All of my time," 50% - About half of my time",Yes,Yes," 10%"," 40%",No," 0%",Somewhat agree,4,Neither agree nor disagree,3,Somewhat agree,4,Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat agree,4,Somewhat Positive,4,Somewhat Positive,4,My direct manger(s),Somewhat unlikely,2,Somewhat likely,4,Neither unlikely or likely,3,2,8,4,4,6,2,8,4,4,6,Yes,0.1,Somewhat improved,4,Stayed about the same,3,Stayed about the same,3,Somewhat worsened,2,Somewhat worsened,2,Stayed about the same,3,Somewhat worsened,2,Somewhat improved,4,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Strongly agree,5,Somewhat disagree,2,Somewhat agree,4,No,Unsure,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,Less Productive By 20 %,Employee Productivity Hasn't Been Submitted,NA,NA
1440,1979,Female,More than 5 years,3,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,5,Couple with no dependent children,2,Metro,100% - I spent all of my time remote working," 80%",100% - I spent all of my time remote working," 80%"," 50% - About half of my time",Yes,No," 0%"," 0%",Yes," 40%",Strongly disagree,1,Strongly disagree,1,Strongly agree,5,Somewhat disagree,2,Neither agree nor disagree,3,Strongly disagree,1,Neither agree nor disagree,3,Somewhat disagree,2,Somewhat agree,4,Somewhat disagree,2,Somewhat agree,4,Strongly Positive,5,Strongly Negative,1,They are about the same,Very unlikely,1,Somewhat unlikely,2,Somewhat unlikely,2,2,8.5,2,3.5,8,0.5,9,2,4.5,8,Yes,0.05,Not a barrier for me,6,Not a barrier for me,6,Somewhat worsened,2,Somewhat worsened,2,Significantly worsened,1,Significantly worsened,1,Stayed about the same,3,Significantly improved,5,Stayed about the same,3,Not a barrier for me,6,Somewhat improved,4,Somewhat worsened,2,Somewhat worsened,2,Significantly improved,5,Not a barrier for me,6,Somewhat improved,4,Neither agree nor disagree,3,Strongly agree,5,Neither agree nor disagree,3,Yes,Yes,Strongly disagree,1,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Somewhat agree,4,Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat agree,4,Level Of The Productivity Is The Same,Level Of The Productivity Is The Same,NA,NA
1478,1993,Male,Between 1 and 5 years,2,Education and Training,Managers - Specialist Managers,Between 5 and 19,3,Single person,1,Metro," 0% - Rarely or never"," 10%"," 20%"," 10%"," 20%",Yes,Yes," 30%"," 20%",Yes," 20%",Somewhat agree,4,Somewhat disagree,2,Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat Positive,4,Somewhat Positive,4,My direct manger(s),Somewhat unlikely,2,Somewhat likely,4,Neither unlikely or likely,3,10,5,3,6,0,6,6,0,6,6,Yes,0.5,Somewhat worsened,2,Stayed about the same,3,Somewhat worsened,2,Stayed about the same,3,Somewhat improved,4,Significantly improved,5,Stayed about the same,3,Significantly worsened,1,Not a barrier for me,6,Significantly worsened,1,Stayed about the same,3,Significantly improved,5,Somewhat worsened,2,Stayed about the same,3,Not a barrier for me,6,Somewhat improved,4,Neither agree nor disagree,3,Somewhat disagree,2,Somewhat agree,4,No,Unsure,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,More Productive By 40 %,Employee Productivity Hasn't Been Submitted,Lack of privacy,Noisy work environment
1475,1991,Female,More than 5 years,3,Education and Training,"Professionals - Business, Human Resource and Marketing Professionals",Between 5 and 19,3,Group household,7,Metro," 20%"," 50% - About half of my time"," 20%"," 50% - About half of my time"," 50% - About half of my time",Yes,No," 0%"," 0%",Yes," 80%",Neither agree nor disagree,3,Strongly disagree,1,Neither agree nor disagree,3,Somewhat agree,4,Neither agree nor disagree,3,Somewhat agree,4,Strongly agree,5,Neither agree nor disagree,3,Somewhat agree,4,Strongly disagree,1,Strongly agree,5,Somewhat Negative,2,Neither positive nor negative,3,My direct manger(s),Very unlikely,1,Very unlikely,1,Very unlikely,1,1.5,7,1,5.5,9,0.5,7,2,5.5,9,No,0.19,Not a barrier for me,6,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Somewhat agree,4,Somewhat disagree,2,Somewhat agree,4,No,Unsure,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,More Productive By 30 %,Employee Productivity Hasn't Been Submitted,Connectivity/internet issues,Lack of privacy
1458,1994,Female,Between 6 and 12 months,1,Wholesale Trade,Clerical and administrative workers - Office Managers and Program Administrators,Between 20 and 199,4,Couple with dependent children,4,Metro," 30%"," 30%"," 30%"," 50% - About half of my time"," 10%",Yes,Yes," 30%"," 50% - About half of my time",Yes," 40%",Somewhat agree,4,Strongly agree,5,Strongly agree,5,Somewhat disagree,2,Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Neither agree nor disagree,3,Strongly agree,5,Somewhat Positive,4,Somewhat Positive,4,Senior leadership,Somewhat unlikely,2,Somewhat likely,4,Somewhat unlikely,2,3,9,2,3,7,3,9,2,3,7,No,0.19,Significantly improved,5,Significantly improved,5,Somewhat improved,4,Significantly improved,5,Somewhat improved,4,Stayed about the same,3,Somewhat worsened,2,Stayed about the same,3,Significantly improved,5,Stayed about the same,3,Somewhat improved,4,Somewhat improved,4,Somewhat improved,4,Stayed about the same,3,Significantly improved,5,Significantly improved,5,Strongly agree,5,Somewhat agree,4,Neither agree nor disagree,3,No,Unsure,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,More Productive By 50 %,Employee Productivity Hasn't Been Submitted,NA,NA
1506,1987,Female,Between 6 and 12 months,1,Mining,Clerical and administrative workers - Office Managers and Program Administrators,More than 200,5,Couple with dependent children,4,Regional," 20%"," 20%"," 20%"," 20%"," 20%",Yes,Yes," 20%"," 20%",Yes," 20%",Somewhat agree,4,Somewhat agree,4,Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat agree,4,Somewhat Positive,4,Somewhat Positive,4,My direct manger(s),Somewhat likely,4,Somewhat likely,4,Neither unlikely or likely,3,1,8,4,3,8,0,8,5,3,8,Yes,0.1,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Somewhat improved,4,Somewhat worsened,2,Somewhat worsened,2,Stayed about the same,3,Stayed about the same,3,Somewhat worsened,2,Stayed about the same,3,Somewhat agree,4,Neither agree nor disagree,3,Somewhat agree,4,Yes,Yes,Somewhat disagree,2,Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat agree,4,Neither agree nor disagree,3,Somewhat agree,4,Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,More Productive By 20 %,More Productive By 20 %,Problems with audio-visual setup,Problems with audio-visual setup
1453,1994,Female,Between 1 and 5 years,2,Other Services,Sales workers - Sales Representatives and Agents,Between 20 and 199,4,One parent family with dependent children,3,Metro," 50% - I spent about half of my time remote working"," 50% - About half of my time"," 50% - I spent about half of my time remote working"," 50% - About half of my time"," 50% - About half of my time",Yes,Yes," 50% - About half of my time"," 50% - About half of my time",Yes," 50% - About half of my time",Strongly agree,5,Strongly agree,5,Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Somewhat agree,4,Strongly agree,5,Strongly disagree,1,Neither agree nor disagree,3,Somewhat Positive,4,Strongly Positive,5,They are about the same,Somewhat likely,4,Somewhat likely,4,Neither unlikely or likely,3,1,7,0,4,12,0,7,0,5,12,No,0.19,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,No,Unsure,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,Level Of The Productivity Is The Same,Employee Productivity Hasn't Been Submitted,Lack of privacy,Interruptions
22,1978,Male,More than 5 years,3,Accommodation and Food,Managers - Specialist Managers,Between 20 and 199,4,Couple with dependent children,4,Regional," 30%"," 30%"," 30%"," 30%"," 30%",No,Yes," 30%"," 30%",No," 0%",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Somewhat agree,4,Strongly agree,5,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Somewhat agree,4,Strongly Positive,5,Strongly Positive,5,Senior leadership,Very likely,5,Somewhat likely,4,Somewhat likely,4,1,2,5,8,8,1,8,4,3,8,No,0.19,Significantly improved,5,Somewhat improved,4,Somewhat improved,4,Somewhat improved,4,Significantly improved,5,Somewhat improved,4,Significantly improved,5,Significantly improved,5,Somewhat improved,4,Significantly improved,5,Stayed about the same,3,Somewhat improved,4,Somewhat improved,4,Somewhat improved,4,Stayed about the same,3,Stayed about the same,3,Strongly agree,5,Somewhat agree,4,Somewhat agree,4,Yes,Yes,Somewhat agree,4,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Somewhat agree,4,Strongly agree,5,Somewhat agree,4,More Productive By 30 %,More Productive By 30 %,NA,NA
35,1967,Male,More than 5 years,3,"Rental, Hiring and Real Estate","Managers - Chief Executives, General Managers and Legislators",Between 1 and 4,2,Other one family household,5,Regional," 20%"," 20%"," 20%"," 20%"," 20%",No,Yes," 20%"," 20%",Yes," 80%",Somewhat agree,4,Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat agree,4,Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat disagree,2,Somewhat agree,4,Somewhat disagree,2,Neither agree nor disagree,3,Neither agree nor disagree,3,Neither positive nor negative,3,Neither positive nor negative,3,They are about the same,Neither unlikely or likely,3,Neither unlikely or likely,3,Neither unlikely or likely,3,1.5,8,1,6.5,7,0.5,6,1,9.5,7,No,0.19,Somewhat improved,4,Stayed about the same,3,Stayed about the same,3,Somewhat worsened,2,Stayed about the same,3,Stayed about the same,3,Somewhat worsened,2,Stayed about the same,3,Stayed about the same,3,Somewhat worsened,2,Stayed about the same,3,Somewhat worsened,2,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Somewhat disagree,2,Somewhat disagree,2,Somewhat agree,4,Yes,No,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,Less Productive By 20 %,Less Productive By 20 %,Connectivity/internet issues,Lack of privacy
9,1970,Female,More than 5 years,3,Administrative and Support,Clerical and administrative workers - General Clerical Workers,More than 200,5,One parent family with dependent children,3,Metro,100% - I spent all of my time remote working,100% - All of my time," 50% - I spent about half of my time remote working"," 50% - About half of my time"," 50% - About half of my time",No,No," 0%"," 0%",Unsure," 0%",Strongly agree,5,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat agree,4,Somewhat Negative,2,Somewhat Positive,4,Senior leadership,Somewhat likely,4,Somewhat likely,4,Neither unlikely or likely,3,1,8,5,2,8,1,7,5,3,8,Yes,0.1,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Significantly improved,5,Stayed about the same,3,Stayed about the same,3,Somewhat worsened,2,Stayed about the same,3,Stayed about the same,3,Somewhat improved,4,Somewhat improved,4,Stayed about the same,3,Somewhat improved,4,Somewhat improved,4,Significantly improved,5,Strongly agree,5,Somewhat agree,4,Strongly disagree,1,No,Unsure,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,Less Productive By 50 %,Employee Productivity Hasn't Been Submitted,Difficulty innovating,Interruptions
60,1972,Male,More than 5 years,3,Information Media and Telecommunications,Professionals - ICT Professionals,Between 20 and 199,4,Couple with dependent children,4,Metro," 80%"," 80%"," 80%"," 80%"," 80%",Yes,Yes," 80%"," 80%",Yes," 20%",Somewhat agree,4,Somewhat disagree,2,Somewhat disagree,2,Neither agree nor disagree,3,Somewhat agree,4,Strongly agree,5,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Somewhat disagree,2,Neither agree nor disagree,3,Somewhat Positive,4,Neither positive nor negative,3,They are about the same,Somewhat likely,4,Somewhat likely,4,Neither unlikely or likely,3,3,8,3,2,8,0,9,4,3,8,No,0.19,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Not a barrier for me,6,Somewhat worsened,2,Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat agree,4,No,Unsure,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,Level Of The Productivity Is The Same,Employee Productivity Hasn't Been Submitted,NA,NA
43,1965,Male,Between 1 and 5 years,2,Construction,"Professionals - Design, Engineering, Science and Transport Professionals",Between 20 and 199,4,Couple with no dependent children,2,Metro," 90%"," 90%"," 10%"," 90%"," 50% - About half of my time",Yes,No," 0%"," 0%",Yes," 90%",Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat agree,4,Somewhat disagree,2,Somewhat agree,4,Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Neither agree nor disagree,3,Strongly agree,5,Somewhat Positive,4,Somewhat Positive,4,My direct manger(s),Somewhat unlikely,2,Neither unlikely or likely,3,Neither unlikely or likely,3,4,8,1,4,7,0,10,1.5,4.5,8,No,0.19,Somewhat improved,4,Stayed about the same,3,Somewhat improved,4,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Somewhat worsened,2,Somewhat improved,4,Stayed about the same,3,Stayed about the same,3,Stayed about the same,3,Somewhat improved,4,Somewhat worsened,2,Stayed about the same,3,Stayed about the same,3,Somewhat improved,4,Strongly agree,5,Somewhat agree,4,Somewhat agree,4,No,Unsure,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,More Productive By 50 %,Employee Productivity Hasn't Been Submitted,NA,NA
